run,slope,intercept,r_squared
run_01,0.9302663523783681,5.42484205606898,0.9963763707604597
run_02,0.9795555945875408,6.297393248035211,0.998897191210832
run_03,1.010490202788638,6.674932709575084,0.9999825817447122
run_04,1.0219178994867393,6.871743134511192,0.999551943787295
run_05,0.9931102244182105,6.537416985195515,0.999579315399638
run_06,1.0253263371233947,6.74709288607729,0.999831748436361
run_07,1.058100394319896,7.329435805507815,0.9983618212898517
run_08,0.9473710962047346,5.973677443147542,0.9992929916859968
