run_name,metric,step,value
buffer256,gns_noise_to_signal,16,0.05397821590304375
buffer256,gns_noise_to_signal,17,1.7396924495697021
buffer256,gns_noise_to_signal,18,2.1322689056396484
buffer256,gns_noise_to_signal,19,2.4091973304748535
buffer256,gns_noise_to_signal,20,2.8325700759887695
buffer256,gns_noise_to_signal,21,3.0810129642486572
buffer256,gns_noise_to_signal,22,3.3057005405426025
buffer256,gns_noise_to_signal,23,3.620950698852539
buffer256,gns_noise_to_signal,24,3.655001163482666
buffer256,gns_noise_to_signal,25,3.768738031387329
buffer256,gns_noise_to_signal,26,3.7752063274383545
buffer256,gns_noise_to_signal,27,3.898467540740967
buffer256,gns_noise_to_signal,28,4.034261226654053
buffer256,gns_noise_to_signal,29,4.1251349449157715
buffer256,gns_noise_to_signal,30,4.041743755340576
buffer256,gns_noise_to_signal,31,3.9011218547821045
buffer256,gns_noise_to_signal,32,4.040556907653809
buffer256,gns_noise_to_signal,33,4.135918140411377
buffer256,gns_noise_to_signal,34,4.153739929199219
buffer256,gns_noise_to_signal,35,4.3294830322265625
buffer256,gns_noise_to_signal,36,4.288254737854004
buffer256,gns_noise_to_signal,37,4.33412504196167
buffer256,gns_noise_to_signal,38,4.387327671051025
buffer256,gns_noise_to_signal,39,4.348707675933838
buffer256,gns_noise_to_signal,40,4.484151363372803
buffer256,gns_noise_to_signal,41,4.521263599395752
buffer256,gns_noise_to_signal,42,4.682480335235596
buffer256,gns_noise_to_signal,43,4.774738311767578
buffer256,gns_noise_to_signal,44,4.732974052429199
buffer256,gns_noise_to_signal,45,4.795678615570068
buffer256,gns_noise_to_signal,46,4.817607879638672
buffer256,gns_noise_to_signal,47,4.759573459625244
buffer256,gns_noise_to_signal,48,4.781877517700195
buffer256,gns_noise_to_signal,49,4.98975944519043
buffer256,gns_noise_to_signal,50,5.001741886138916
buffer256,gns_noise_to_signal,51,4.911185264587402
buffer256,gns_noise_to_signal,52,5.115932464599609
buffer256,gns_noise_to_signal,53,4.989320278167725
buffer256,gns_noise_to_signal,54,4.941114902496338
buffer256,gns_noise_to_signal,55,4.885498046875
buffer256,gns_noise_to_signal,56,4.880216121673584
buffer256,gns_noise_to_signal,57,4.949332237243652
buffer256,gns_noise_to_signal,58,4.7660722732543945
buffer256,gns_noise_to_signal,59,4.656424522399902
buffer256,gns_noise_to_signal,60,4.759716033935547
buffer256,gns_noise_to_signal,61,4.659761428833008
buffer256,gns_noise_to_signal,62,4.729718208312988
buffer256,gns_noise_to_signal,63,4.834936618804932
buffer256,gns_noise_to_signal,64,4.742173194885254
buffer256,gns_mu,16,0.05397821590304375
buffer256,gns_mu,17,1.7396924495697021
buffer256,gns_mu,18,2.1322689056396484
buffer256,gns_mu,19,2.4091973304748535
buffer256,gns_mu,20,2.8325700759887695
buffer256,gns_mu,21,3.0810129642486572
buffer256,gns_mu,22,3.3057005405426025
buffer256,gns_mu,23,3.620950698852539
buffer256,gns_mu,24,3.655001163482666
buffer256,gns_mu,25,3.768738031387329
buffer256,gns_mu,26,3.7752063274383545
buffer256,gns_mu,27,3.898467540740967
buffer256,gns_mu,28,4.034261226654053
buffer256,gns_mu,29,4.1251349449157715
buffer256,gns_mu,30,4.041743755340576
buffer256,gns_mu,31,3.9011218547821045
buffer256,gns_mu,32,4.040556907653809
buffer256,gns_mu,33,4.135918140411377
buffer256,gns_mu,34,4.153739929199219
buffer256,gns_mu,35,4.3294830322265625
buffer256,gns_mu,36,4.288254737854004
buffer256,gns_mu,37,4.33412504196167
buffer256,gns_mu,38,4.387327671051025
buffer256,gns_mu,39,4.348707675933838
buffer256,gns_mu,40,4.484151363372803
buffer256,gns_mu,41,4.521263599395752
buffer256,gns_mu,42,4.682480335235596
buffer256,gns_mu,43,4.774738311767578
buffer256,gns_mu,44,4.732974052429199
buffer256,gns_mu,45,4.795678615570068
buffer256,gns_mu,46,4.817607879638672
buffer256,gns_mu,47,4.759573459625244
buffer256,gns_mu,48,4.781877517700195
buffer256,gns_mu,49,4.98975944519043
buffer256,gns_mu,50,5.001741886138916
buffer256,gns_mu,51,4.911185264587402
buffer256,gns_mu,52,5.115932464599609
buffer256,gns_mu,53,4.989320278167725
buffer256,gns_mu,54,4.941114902496338
buffer256,gns_mu,55,4.885498046875
buffer256,gns_mu,56,4.880216121673584
buffer256,gns_mu,57,4.949332237243652
buffer256,gns_mu,58,4.7660722732543945
buffer256,gns_mu,59,4.656424522399902
buffer256,gns_mu,60,4.759716033935547
buffer256,gns_mu,61,4.659761428833008
buffer256,gns_mu,62,4.729718208312988
buffer256,gns_mu,63,4.834936618804932
buffer256,gns_mu,64,4.742173194885254
buffer256,gns_tr_sigma,16,1.9383565813768655e-05
buffer256,gns_tr_sigma,17,0.0006200856296345592
buffer256,gns_tr_sigma,18,0.0006141514168120921
buffer256,gns_tr_sigma,19,0.0006103740888647735
buffer256,gns_tr_sigma,20,0.0005803860840387642
buffer256,gns_tr_sigma,21,0.0005706316442228854
buffer256,gns_tr_sigma,22,0.000538298801984638
buffer256,gns_tr_sigma,23,0.0005205619381740689
buffer256,gns_tr_sigma,24,0.0005119359702803195
buffer256,gns_tr_sigma,25,0.0005054608918726444
buffer256,gns_tr_sigma,26,0.0005000481614843011
buffer256,gns_tr_sigma,27,0.0004936317563988268
buffer256,gns_tr_sigma,28,0.0004821744514629245
buffer256,gns_tr_sigma,29,0.00048036707448773086
buffer256,gns_tr_sigma,30,0.00047448260011151433
buffer256,gns_tr_sigma,31,0.0004666341410484165
buffer256,gns_tr_sigma,32,0.00046955805737525225
buffer256,gns_tr_sigma,33,0.00046686726273037493
buffer256,gns_tr_sigma,34,0.0004636250960174948
buffer256,gns_tr_sigma,35,0.00046081424807198346
buffer256,gns_tr_sigma,36,0.0004590980242937803
buffer256,gns_tr_sigma,37,0.0004581613466143608
buffer256,gns_tr_sigma,38,0.0004484309465624392
buffer256,gns_tr_sigma,39,0.0004454030131455511
buffer256,gns_tr_sigma,40,0.0004497071204241365
buffer256,gns_tr_sigma,41,0.0004468072147574276
buffer256,gns_tr_sigma,42,0.0004460714408196509
buffer256,gns_tr_sigma,43,0.0004528721619863063
buffer256,gns_tr_sigma,44,0.00045344565296545625
buffer256,gns_tr_sigma,45,0.00045481687993742526
buffer256,gns_tr_sigma,46,0.0004593013727571815
buffer256,gns_tr_sigma,47,0.00046768278116360307
buffer256,gns_tr_sigma,48,0.0004652314819395542
buffer256,gns_tr_sigma,49,0.0004709860950242728
buffer256,gns_tr_sigma,50,0.00047042948426678777
buffer256,gns_tr_sigma,51,0.0004718311538454145
buffer256,gns_tr_sigma,52,0.0004716990515589714
buffer256,gns_tr_sigma,53,0.0004700099234469235
buffer256,gns_tr_sigma,54,0.0004716818511951715
buffer256,gns_tr_sigma,55,0.0004739690921269357
buffer256,gns_tr_sigma,56,0.00046979912440292537
buffer256,gns_tr_sigma,57,0.0004761192831210792
buffer256,gns_tr_sigma,58,0.0004790178791154176
buffer256,gns_tr_sigma,59,0.00047668354818597436
buffer256,gns_tr_sigma,60,0.0004706199106294662
buffer256,gns_tr_sigma,61,0.00047289521899074316
buffer256,gns_tr_sigma,62,0.00047044147504493594
buffer256,gns_tr_sigma,63,0.0004615015350282192
buffer256,gns_tr_sigma,64,0.0004643347056116909
buffer256,gns_critical_batch,16,13.8184232711792
buffer256,gns_critical_batch,17,445.36126708984375
buffer256,gns_critical_batch,18,545.86083984375
buffer256,gns_critical_batch,19,616.7545166015625
buffer256,gns_critical_batch,20,725.137939453125
buffer256,gns_critical_batch,21,788.7393188476562
buffer256,gns_critical_batch,22,846.2593383789062
buffer256,gns_critical_batch,23,926.96337890625
buffer256,gns_critical_batch,24,935.6802978515625
buffer256,gns_critical_batch,25,964.7969360351562
buffer256,gns_critical_batch,26,966.4528198242188
buffer256,gns_critical_batch,27,998.0076904296875
buffer256,gns_critical_batch,28,1032.7708740234375
buffer256,gns_critical_batch,29,1056.0345458984375
buffer256,gns_critical_batch,30,1034.6864013671875
buffer256,gns_critical_batch,31,998.6871948242188
buffer256,gns_critical_batch,32,1034.382568359375
buffer256,gns_critical_batch,33,1058.7950439453125
buffer256,gns_critical_batch,34,1063.357421875
buffer256,gns_critical_batch,35,1108.34765625
buffer256,gns_critical_batch,36,1097.793212890625
buffer256,gns_critical_batch,37,1109.5360107421875
buffer256,gns_critical_batch,38,1123.1558837890625
buffer256,gns_critical_batch,39,1113.2691650390625
buffer256,gns_critical_batch,40,1147.9427490234375
buffer256,gns_critical_batch,41,1157.4434814453125
buffer256,gns_critical_batch,42,1198.7149658203125
buffer256,gns_critical_batch,43,1222.3330078125
buffer256,gns_critical_batch,44,1211.641357421875
buffer256,gns_critical_batch,45,1227.6937255859375
buffer256,gns_critical_batch,46,1233.3076171875
buffer256,gns_critical_batch,47,1218.4508056640625
buffer256,gns_critical_batch,48,1224.16064453125
buffer256,gns_critical_batch,49,1277.37841796875
buffer256,gns_critical_batch,50,1280.4459228515625
buffer256,gns_critical_batch,51,1257.263427734375
buffer256,gns_critical_batch,52,1309.6787109375
buffer256,gns_critical_batch,53,1277.2659912109375
buffer256,gns_critical_batch,54,1264.9254150390625
buffer256,gns_critical_batch,55,1250.6875
buffer256,gns_critical_batch,56,1249.3353271484375
buffer256,gns_critical_batch,57,1267.029052734375
buffer256,gns_critical_batch,58,1220.114501953125
buffer256,gns_critical_batch,59,1192.044677734375
buffer256,gns_critical_batch,60,1218.4873046875
buffer256,gns_critical_batch,61,1192.89892578125
buffer256,gns_critical_batch,62,1210.807861328125
buffer256,gns_critical_batch,63,1237.7437744140625
buffer256,gns_critical_batch,64,1213.996337890625
buffer256,gns_ema_noise_to_signal,16,0.05397821590304375
buffer256,gns_ema_noise_to_signal,17,1.7285418510437012
buffer256,gns_ema_noise_to_signal,18,1.7689145803451538
buffer256,gns_ema_noise_to_signal,19,1.8329428434371948
buffer256,gns_ema_noise_to_signal,20,1.9329055547714233
buffer256,gns_ema_noise_to_signal,21,2.0477163791656494
buffer256,gns_ema_noise_to_signal,22,2.1735146045684814
buffer256,gns_ema_noise_to_signal,23,2.318258285522461
buffer256,gns_ema_noise_to_signal,24,2.451932668685913
buffer256,gns_ema_noise_to_signal,25,2.583613157272339
buffer256,gns_ema_noise_to_signal,26,2.702772378921509
buffer256,gns_ema_noise_to_signal,27,2.8223419189453125
buffer256,gns_ema_noise_to_signal,28,2.9435338973999023
buffer256,gns_ema_noise_to_signal,29,3.0616939067840576
buffer256,gns_ema_noise_to_signal,30,3.159698963165283
buffer256,gns_ema_noise_to_signal,31,3.2338411808013916
buffer256,gns_ema_noise_to_signal,32,3.3145127296447754
buffer256,gns_ema_noise_to_signal,33,3.396653413772583
buffer256,gns_ema_noise_to_signal,34,3.4723620414733887
buffer256,gns_ema_noise_to_signal,35,3.5580739974975586
buffer256,gns_ema_noise_to_signal,36,3.631092071533203
buffer256,gns_ema_noise_to_signal,37,3.7013955116271973
buffer256,gns_ema_noise_to_signal,38,3.769988775253296
buffer256,gns_ema_noise_to_signal,39,3.8278605937957764
buffer256,gns_ema_noise_to_signal,40,3.8934895992279053
buffer256,gns_ema_noise_to_signal,41,3.9562671184539795
buffer256,gns_ema_noise_to_signal,42,4.02888822555542
buffer256,gns_ema_noise_to_signal,43,4.10347318649292
buffer256,gns_ema_noise_to_signal,44,4.166423320770264
buffer256,gns_ema_noise_to_signal,45,4.229349136352539
buffer256,gns_ema_noise_to_signal,46,4.288174629211426
buffer256,gns_ema_noise_to_signal,47,4.335314750671387
buffer256,gns_ema_noise_to_signal,48,4.379971027374268
buffer256,gns_ema_noise_to_signal,49,4.4409499168396
buffer256,gns_ema_noise_to_signal,50,4.497028827667236
buffer256,gns_ema_noise_to_signal,51,4.538444519042969
buffer256,gns_ema_noise_to_signal,52,4.596193313598633
buffer256,gns_ema_noise_to_signal,53,4.6355061531066895
buffer256,gns_ema_noise_to_signal,54,4.666067123413086
buffer256,gns_ema_noise_to_signal,55,4.688010215759277
buffer256,gns_ema_noise_to_signal,56,4.707230567932129
buffer256,gns_ema_noise_to_signal,57,4.731441020965576
buffer256,gns_ema_noise_to_signal,58,4.734903812408447
buffer256,gns_ema_noise_to_signal,59,4.72705602645874
buffer256,gns_ema_noise_to_signal,60,4.730321884155273
buffer256,gns_ema_noise_to_signal,61,4.723266124725342
buffer256,gns_ema_noise_to_signal,62,4.723911285400391
buffer256,gns_ema_noise_to_signal,63,4.735013484954834
buffer256,gns_ema_noise_to_signal,64,4.735729694366455
buffer256,gns_ema_mu,16,0.05397821590304375
buffer256,gns_ema_mu,17,1.7285418510437012
buffer256,gns_ema_mu,18,1.7689145803451538
buffer256,gns_ema_mu,19,1.8329428434371948
buffer256,gns_ema_mu,20,1.9329055547714233
buffer256,gns_ema_mu,21,2.0477163791656494
buffer256,gns_ema_mu,22,2.1735146045684814
buffer256,gns_ema_mu,23,2.318258285522461
buffer256,gns_ema_mu,24,2.451932668685913
buffer256,gns_ema_mu,25,2.583613157272339
buffer256,gns_ema_mu,26,2.702772378921509
buffer256,gns_ema_mu,27,2.8223419189453125
buffer256,gns_ema_mu,28,2.9435338973999023
buffer256,gns_ema_mu,29,3.0616939067840576
buffer256,gns_ema_mu,30,3.159698963165283
buffer256,gns_ema_mu,31,3.2338411808013916
buffer256,gns_ema_mu,32,3.3145127296447754
buffer256,gns_ema_mu,33,3.396653413772583
buffer256,gns_ema_mu,34,3.4723620414733887
buffer256,gns_ema_mu,35,3.5580739974975586
buffer256,gns_ema_mu,36,3.631092071533203
buffer256,gns_ema_mu,37,3.7013955116271973
buffer256,gns_ema_mu,38,3.769988775253296
buffer256,gns_ema_mu,39,3.8278605937957764
buffer256,gns_ema_mu,40,3.8934895992279053
buffer256,gns_ema_mu,41,3.9562671184539795
buffer256,gns_ema_mu,42,4.02888822555542
buffer256,gns_ema_mu,43,4.10347318649292
buffer256,gns_ema_mu,44,4.166423320770264
buffer256,gns_ema_mu,45,4.229349136352539
buffer256,gns_ema_mu,46,4.288174629211426
buffer256,gns_ema_mu,47,4.335314750671387
buffer256,gns_ema_mu,48,4.379971027374268
buffer256,gns_ema_mu,49,4.4409499168396
buffer256,gns_ema_mu,50,4.497028827667236
buffer256,gns_ema_mu,51,4.538444519042969
buffer256,gns_ema_mu,52,4.596193313598633
buffer256,gns_ema_mu,53,4.6355061531066895
buffer256,gns_ema_mu,54,4.666067123413086
buffer256,gns_ema_mu,55,4.688010215759277
buffer256,gns_ema_mu,56,4.707230567932129
buffer256,gns_ema_mu,57,4.731441020965576
