gdotv_i,length,sum_logp,mean_logp,var_logp,max_logp,min_logp,rb_entropy_sum,rb_entropy_mean,sum_w,sum_w2,sum_w_abs,wjlogp_sum,jH_sum,sum_abs_jlogp,mean_abs_jlogp,surprisal_sum,surprisal_mean,token_share,length_inv,length_log,length_x_surprisal_mean,length_x_rb_entropy_mean
-3.7525932658535415,73,-39.87957763671875,-0.5462955840646404,1.25448477268219,-2.7418097943154862e-06,-5.97371244430542,40.354454040527344,0.5528007402811965,789.2095947265625,17156.8125,789.2095947265625,-168415.609375,-26569.13671875,31516.20703125,431.72886344178085,39.87957763671875,0.5462955840646404,0.0014049268668206313,0.0136986301369863,4.290459441148391,39.87957763671875,40.354454040527344
1.6495224692070825,59,-19.498620986938477,-0.3304851014735335,0.7618134617805481,-3.099436753473128e-06,-4.871844291687012,24.86983299255371,0.4215225930941307,412.5271911621094,5881.64599609375,412.5271911621094,120378.7109375,-34669.5234375,21740.49609375,368.48298463983053,19.498620986938477,0.3304851014735335,0.0011354888375673595,0.01694915254237288,4.07753744390572,19.498620986938477,24.86983299255371
-0.5083664868408392,133,-38.289466857910156,-0.2878907282549636,0.3758973479270935,-3.099436753473128e-06,-4.3734636306762695,54.70336151123047,0.41130347000925166,3124.33349609375,106828.484375,3124.33349609375,-3057.8671875,-23356.85546875,49889.921875,375.1121945488722,38.289466857910156,0.2878907282549636,0.002559661277906082,0.007518796992481203,4.890349128221754,38.289466857910156,54.70336151123047
1.9284577379234027,140,-77.6854248046875,-0.5548958914620535,1.4581433534622192,-2.3841830625315197e-06,-8.134523391723633,88.1357421875,0.629541015625,5434.7021484375,318935.625,5434.7021484375,214274.375,-114071.7109375,75712.359375,540.8025669642857,77.6854248046875,0.5548958914620535,0.0026943802925327174,0.007142857142857143,4.941642422609304,77.6854248046875,88.1357421875
-1.629403327078522,150,-106.3796157836914,-0.7091974385579427,1.615415334701538,-7.199982064776123e-05,-6.0830535888671875,111.08475494384766,0.7405650329589843,7975.9697265625,522898.5,7975.9697265625,-24542.46875,-60121.328125,55010.55078125,366.73700520833336,106.3796157836914,0.7091974385579427,0.002886836027713626,0.006666666666666667,5.0106352940962555,106.3796157836914,111.08475494384766
3.3579453771530985,70,-31.62631607055664,-0.4518045152936663,0.8893574476242065,-2.861018856492592e-06,-4.625755310058594,41.781856536865234,0.5968836648123604,907.9488525390625,21401.41015625,907.9488525390625,195617.6875,-21138.845703125,35559.26171875,507.989453125,31.62631607055664,0.4518045152936663,0.0013471901462663587,0.014285714285714285,4.248495242049359,31.62631607055664,41.78185653686523
-3.2753261974355277,90,-40.214134216308594,-0.4468237135145399,0.9396036863327026,-4.172316494077677e-06,-5.014071464538574,45.53607940673828,0.5059564378526475,1480.564697265625,41460.34765625,1480.564697265625,-124531.4609375,-45654.48828125,50902.765625,565.5862847222222,40.214134216308594,0.4468237135145399,0.0017321016166281756,0.011111111111111112,4.499809670330265,40.214134216308594,45.53607940673828
-2.108607958646074,150,-122.6695327758789,-0.817796885172526,1.8786487579345703,-0.00025078488397412,-8.388405799865723,112.90880584716797,0.7527253723144531,8152.9833984375,600545.375,8152.9833984375,-50841.84375,-58721.42578125,83385.828125,555.9055208333333,122.6695327758789,0.817796885172526,0.002886836027713626,0.006666666666666667,5.0106352940962555,122.6695327758789,112.90880584716797
-7.77840150476328,150,-136.09632873535156,-0.9073088582356771,2.026404619216919,-2.52720492426306e-05,-7.322607517242432,127.22074890136719,0.8481383260091145,8651.1103515625,734753.375,8651.1103515625,-334747.5625,-69418.1796875,71362.2109375,475.7480729166667,136.09632873535156,0.9073088582356771,0.002886836027713626,0.006666666666666667,5.0106352940962555,136.09632873535156,127.22074890136719
-0.6474225967090069,62,-14.310282707214355,-0.23081101140668314,0.42590153217315674,-2.9802276912960224e-06,-3.4158825874328613,20.01264190673828,0.3227845468828755,399.1741638183594,4538.330078125,399.1741638183594,-527.5390625,-33112.5390625,29596.876953125,477.36898311491933,14.310282707214355,0.23081101140668314,0.001193225558121632,0.016129032258064516,4.127134385045092,14.310282707214355,20.01264190673828
-10.213644886090263,91,-47.5858154296875,-0.5229210486778846,1.2867190837860107,-3.6954811548639555e-06,-5.069653511047363,48.13484573364258,0.5289543487213471,1801.994384765625,53571.6484375,1801.994384765625,-496527.0,-34173.98828125,37743.921875,414.76837225274727,47.5858154296875,0.5229210486778846,0.0017513471901462665,0.01098901098901099,4.51085950651685,47.5858154296875,48.134845733642585
1.3414847358545035,79,-16.987136840820312,-0.21502704861797864,0.40103939175605774,-3.3378546504536644e-06,-4.6730170249938965,23.911447525024414,0.3026765509496761,671.845703125,9611.03515625,671.845703125,96160.0078125,-26456.4609375,28031.98046875,354.835195806962,16.987136840820312,0.21502704861797864,0.0015204003079291764,0.012658227848101266,4.3694478524670215,16.987136840820312,23.91144752502441
-11.561655224571787,115,-57.593597412109375,-0.5008138905400815,0.8042513728141785,-4.768370445162873e-07,-4.136623859405518,55.203277587890625,0.4800285007642663,2742.017578125,96197.2421875,2742.017578125,-572666.375,-28077.23046875,58174.21875,505.86277173913044,57.593597412109375,0.5008138905400815,0.0022132409545804464,0.008695652173913044,4.74493212836325,57.593597412109375,55.203277587890625
-14.236157095000962,130,-109.47908020019531,-0.8421467707707332,2.093604564666748,-1.6689286894688848e-06,-7.597646236419678,101.55160522460938,0.7811661940354567,6189.48681640625,417840.1875,6189.48681640625,-684463.3125,-55247.41015625,51846.9140625,398.82241586538464,109.47908020019531,0.8421467707707332,0.0025019245573518092,0.007692307692307693,4.867534450455582,109.47908020019531,101.55160522460938
-0.5000616459776751,58,-27.649673461914062,-0.4767185079640356,1.543571949005127,-2.861018856492592e-06,-7.30427885055542,26.283079147338867,0.4531565370230839,473.55841064453125,6963.39599609375,473.55841064453125,1745.10546875,-27728.30859375,42984.625,741.114224137931,27.649673461914062,0.4767185079640356,0.0011162432640492686,0.017241379310344827,4.060443010546419,27.649673461914062,26.283079147338867
4.287051187211317,64,-33.47519302368164,-0.5230498909950256,1.0391391515731812,-2.145764938177308e-06,-6.14620304107666,35.32372283935547,0.5519331693649292,899.9387817382812,19879.310546875,899.9387817382812,256143.984375,-33388.8046875,34816.16015625,544.0025024414062,33.47519302368164,0.5230498909950256,0.0012317167051578138,0.015625,4.1588830833596715,33.47519302368164,35.32372283935547
15.67029656225943,79,-53.884700775146484,-0.6820848199385631,1.515753149986267,-4.768360213347478e-06,-5.079333305358887,55.35192108154297,0.7006572288802907,1707.9263916015625,56370.70703125,1707.9263916015625,881360.875,-67132.265625,46947.6328125,594.2738330696203,53.884700775146484,0.6820848199385631,0.0015204003079291764,0.012658227848101266,4.3694478524670215,53.884700775146484,55.35192108154296
